label,text
Raport Stocuri la Terti,Unde pot verifica stocul din gestiunea bunuri la terti
Raport Stocuri la Terti,unde pot vizualiza stocurile la terti
Raport Stocuri la Terti,vizualizare stoc la terti
Raport Stocuri la Terti,verific gestiune stor la terti
Raport Stocuri la Terti,verific stocul din gestiune bunuri la terti
Raport Stocuri la Terti,Raport Stocuri la Terti
Raport vanzari efectuate cu bon fiscal,Am nevoie de un raport cu vanzarile cu bon fiscal.
Raport vanzari efectuate cu bon fiscal,In ce meniu gasesc o lista cu toate produsele vandute cu bon fiscal?
Raport vanzari efectuate cu bon fiscal,Cum aflu ce produse am vandut cu bon fiscal?
Raport vanzari efectuate cu bon fiscal,cum pot sa vad vanzarile cu bon fiscal
Raport vanzari efectuate cu bon fiscal,raport vanzari cu bon fiscal
Raport vanzari efectuate cu bon fiscal,produse vandute cu bon fiscal
Raport vanzari efectuate cu bon fiscal,unde gasesc in program vanzarile cu bon fiscal
Raport vanzari pe agent,Vreau sa vad ce vanzari a avut un anumit agent.
Raport vanzari pe agent,Exista un raport cu vanzarile pe agent?
Raport vanzari pe agent,Cum scot o situatie cu vanzarile pe agent?
Raport vanzari pe agent,vanzari pe un agent
Raport vanzari pe agent,raport cu vanzarile pe agenti
Raport vanzari pe agent,raport vanzari pe agent<br>
Raport vanzari produse,Am nevoie de un raport cu vanzarile cu factura.
Raport vanzari produse,In ce meniu gasesc o lista cu toate produsele vandute cu factura?
Raport vanzari produse,Unde apar toate produsele vandute cu factura?
Raport vanzari produse,raport cu vanzari cu factura
Raport vanzari produse,rapoarte vanzari cu factura
Raport vanzari produse,unde gasesc ce produse am vandut cu factura?
Raport vanzari produse si cote TVA,Cum pot vizualiza o situatie cu produsele pe care le-am facturat si cota TVA pe care am aplicat-o
Raport vanzari produse si cote TVA,Cum fac sa vad un raport de facturi defalcat pe cote TVA
Raport vanzari produse si cote TVA,Exista un raport in care sa vad cu ce cota s-a vandut fiecare produs
Raport vanzari produse si cote TVA,Vreau o lista de produse vandute pe cote de TVA
Raport vanzari produse si cote TVA,Unde vad ce TVA am folosit la fiecare produs vandut
Raport vanzari produse si cote TVA,Cum pot vizualiza o situatie cu produsele pe care le-am facturat si cota TVA pe care am aplicat-o
Raport vanzari produse si cote TVA,Raport vanzari produse si cote de TVA
Raport vanzari produse/servicii,Am nevoie de un raport cu vanzarile pe servicii
Raport vanzari produse/servicii,Se poate genera un raport de vanzari doar cu servicii
Raport vanzari produse/servicii,In ce meniul gasesc vanzarile de servicii
Raport vanzari produse/servicii,vanzarile pe servicii
Raport vanzari produse/servicii,raport vanzari pe servicii
Raport vanzari produse/servicii,generez raport vanzari doar cu servicii
Raport vanzari produse/servicii,cum vad un raport cu vanzarile pe servicii
Raport vanzari produse/servicii,vanzari pe servicii
Raport vanzari produse/servicii,unde gasesc un raport cu serviciile vandute
Raport vanzari servicii,As vrea sa vad serviciile facturate. Cum pot face acest lucru
Raport vanzari servicii,Unde gasesc in program vanzarile dintr-o anumita perioada
Raport vanzari servicii,In ce sectiune vizualizez bonurile fiscale si facturile emise
Raport vanzari servicii,Ce informatii imi ofera raportul Vanzari pe produse
Raport vanzari servicii,Cum scot un raport de vanzari din program
Raport vanzari servicii,cum vad vanzarile intr-o perioada
Raport vanzari servicii,raport cu vanzari intr-o perioada
Raport vechime stoc,Exista un raport care sa afiseze cele mai vechi produse in stoc?
Raport vechime stoc,Pot vizualiza cat de vechi e stocul unui produs?
Raport vechime stoc,Unde vad de cate zile am in stoc un produs?
Raport vechime stoc,De cat timp au intrat produsele in stoc?
Raport vechime stoc,Raport vechime stoc
Raport vechime stoc,raportul pentru vechimea produselor din stoc
Raportul de productie,Cum fac productia?
Raportul de productie,Cum realizez un produs finit?
Raportul de productie,produse compuse<br>
Raportul de productie,pachete bundle<br>
Raportul de productie,pachete de produse<br>
Raportul Facturi Neincasate,Cum vad o situatie a facturilor de incasat de la clientii mei?
Raportul Facturi Neincasate,situatie a facturilor de incasat
Raportul Facturi Neincasate,situatie cu facturi emise si neincasate
Raportul Facturi Neincasate,raport cu facturi deschise
Raportul Facturi Neincasate,vreau sa vad situatia facturilor neincasate de la clienti
Raportul Facturi Neincasate,Cum pot vedea un raport creante
Raportul Facturi Neincasate,Raportul Facturi Neincasate
Raportul Facturi Neincasate,Raport Facturi Neincasate
Reactivarea optiunii de autentificare in doi pasi la schimbarea telefonului,"Am optiunea Autentificare in doi pasi si nu mai pot genera cod de securitate, am schimbat telefonul"
Reactivarea optiunii de autentificare in doi pasi la schimbarea telefonului,Cum dezactivez autentificarea in doi pasi daca mi-am schimbat telefonul?
Reactivarea optiunii de autentificare in doi pasi la schimbarea telefonului,"Mi-am schimbat telefonul si nu mai pot intra in aplicatie, vreau sa scot autentificarea in doi pasi"
Reactivarea optiunii de autentificare in doi pasi la schimbarea telefonului,Vreau sa resetez optiunea de autentificare in 2 pasi si sa ma pot conecta in cont.
Reactivarea optiunii de autentificare in doi pasi la schimbarea telefonului,Nu ma pot conecta in cont din cauza ca nu mai am acces la telefon ca sa iau cod de securitate
Receptie (NIR) - Descarcare in format PDF si tiparire,Cum tiparesc receptia?
Receptie (NIR) - Descarcare in format PDF si tiparire,Cum printez NIR?
Receptie (NIR) - Descarcare in format PDF si tiparire,Cum salvez un nir ca PDF?
Receptie (NIR) anulat(a),Am anulat din greseala o receptie
Receptie (NIR) anulat(a),Pot reactiva o receptie anulata?
Receptie (NIR) anulat(a),reactivare receptie anulata
Receptie (NIR) anulat(a),cum repar o receptie anulata din greseala
Receptie (NIR) anulat(a),receptie anulata din greseala
Receptie pentru furnizor extern,NIR furnizorul este din america si nu am optiunea de america
Receptie pentru furnizor extern,Pot face o receptie pentru un furnizor din America?
Receptie pentru furnizor extern,"Daca am furnizor din America, se poate inregistra in aplicatie pentru a emite receptiile de la el?"
Receptie pentru furnizor extern,"Vreau sa emit un NIR pentru o factura venita de la un furnizor extern, se poate face asta?"
Receptie pentru furnizor extern,cum receptionez produse pentru furnizor din America
Receptie pentru furnizor extern,Receptie pentru furnizor extern
Reconciliere plati diverse cu facturi,"Am operatiuni de transfer, in extras, si nu le pot asocia cu facturi."
Reconciliere plati diverse cu facturi,Cum asociez platile diverse cu facturile?
Reconciliere plati diverse cu facturi,Ce reprezinta platile diverse din extrasul de cont?
Reconciliere plati diverse cu facturi,asociere plati diverse la facturi
Reconciliere plati diverse cu facturi,ce sunt platile diverse pe extras
Reconciliere plati diverse cu facturi,cum asociez o plata diversa la factura pe extras
Reconciliere plati diverse cu facturi,"operatiune de tip ""Transferuri"""
Reconciliere plati diverse cu facturi,"operatiune de tip ""Plati diverse"""
Reconcilierea incasarilor din extrasul de cont,Cum se asociaza tranzactiile din extras cu facturile?
Reconcilierea incasarilor din extrasul de cont,Care sunt criteriile de asociere a extrasului cu facturile?
Reconcilierea incasarilor din extrasul de cont,cum se leaga facturile cu incasarile din extras?
Reconcilierea incasarilor din extrasul de cont,cum se coreleaza operatiunile din extras?
Reconcilierea incasarilor din extrasul de cont,cum se verifica datele din extras la import?
Reconcilierea incasarilor din extrasul de cont,reconcilierea incasarilor din extras
Reinstalare versiune desktop,cum pot reinstala versiunea de facturare desktop
Reinstalare versiune desktop,Am versiunea veche de facturare si vreau sa reinstalez programul
Reinstalare versiune desktop,Cum fac sa reinstalez programul de facturare
Reinstalare versiune desktop,Va rog sa ma ajutati sa reinstalez programul de facturare
Reinstalare versiune desktop,cum pot reinstala Smartbill versiunea desktop
Repartizare cheltuieli (servicii) pe receptie (NIR),Va rog sa ma ajutati pentru a putea repartiza cheltuielile aferente unui NIR Extern.
Repartizare cheltuieli (servicii) pe receptie (NIR),Cum adaug adauga transport pe NIR?
Repartizare cheltuieli (servicii) pe receptie (NIR),Am produse dar si taxe si nu stiu cum sa adaug taxele pe NIR.
Repartizare cheltuieli (servicii) pe receptie (NIR),"Vreau sa includ transportul in pretul produselor, cand emit NIR, si nu stiu cum."
Repartizare transport pe NIR,"Fact marfa euro/alta valuta, fact transport in lei, cum distribui cost transport in costul produse?"
Repartizare transport pe NIR,Pot sa inglobez cheltuielile de transport sau taxele vamale in pretul produselor?
Repartizare transport pe NIR,Cum adaug transportul la emiterea receptiei?
Repartizare transport pe NIR,Pot sa emit un NIR pentru facturi furnizor in Euro?
Repartizare transport pe NIR,"Daca factura pe marfa este in euro sau o alta valuta, iar factura de transport e in lei, cum pot sa distribui costul de transport in costul produselor?"
Repartizare transport pe NIR,Repartizare transport pe NIR
Reportarea documentelor din pachetele Smartbill,Documentele ramase de luna trecuta se raporteaza pentru luna viitoare daca nu le-am emis pe toate?
Reportarea documentelor din pachetele Smartbill,"Nu am folosit toate documentele luna trecuta, le pot emite acum?"
Reportarea documentelor din pachetele Smartbill,"Mi-au ramas documente nefolosite, se pot reporta pe luna urmatoare?"
Reportarea documentelor din pachetele Smartbill,Reportarea documentelor din pachetele Smartbill
Restaurare factura anulata,Am anulat o factura din greseala
Restaurare factura anulata,Anulare factura din greseala
Restaurare factura anulata,Restaurare factura anulata
Restaurare factura anulata,Cum restaurez o factura anulata
Restaurare factura anulata,cum repar o factura anulata
Restaurare factura anulata,ce fac daca am anulat o factura din greseala?
Restaurare factura anulata,cum restaurez o factura
Restaurare factura anulata,vreau sa restaurez o factura anulata
Restaurare factura anulata,am anulat din greseala o factura
Restaurare factura anulata,de unde pot sa restaurez o factura
Restaurare factura anulata,restaurare factura
Retur la furnizor (NIR Storno),Cum fac retur la furnizor?
Retur la furnizor (NIR Storno),Trebuie sa trimit marfa inapoi la furnizor
Retur la furnizor (NIR Storno),"Un client mi-a facut retur la un produs, iar eu trebuie sa il dau inapoi furnizorului."
Retur la furnizor (NIR Storno),Cum fac nir storno?
Retur la furnizor (NIR Storno),cum stornez o factura de la furnizor
Retur la furnizor (NIR Storno),"Am o factura de minus cu produse de la furnizor, cum o inregistrez in aplicatie?"
Retur la furnizor (NIR Storno),Aplicatia are optiune de retur la furnizor?
Retur la furnizor (NIR Storno),"Vreau sa scot niste produse din gestiune, cum le dau inapoi la furnizor?"
Retur la furnizor (NIR Storno),Cum fac storno pe o factura de la furnizor?
Retur la furnizor (NIR Storno),storno stornare receptie
Retur la furnizor (NIR Storno),receptie cu minus
Retur la furnizor cu preturi diferite pe document,"Am facut un retur la furnizor, si vad ca am preturi diferite pe el"
Retur la furnizor cu preturi diferite pe document,"Am facut un retur la furnizor, iar produsele vad ca au iesit din stoc cu alt cost"
Retur la furnizor cu preturi diferite pe document,retur la furnizor cu preturi diferite
Retur la furnizor cu preturi diferite pe document,produse iesite din stoc la alt cost dupa retur furnizor
Retur la furnizor cu preturi diferite pe document,creare retur la furnizor si iesire produse din stoc la cost diferit
Retur la furnizor cu preturi diferite pe document,imi apar alte preturi pe retur furnizor
Retur la furnizor cu preturi diferite pe document,preturi diferite pe nir storno
Retur la furnizor cu preturi diferite pe document,retur la furnizor cu preturi diferite
Retur la furnizor cu preturi diferite pe document,retur produse furnizor cu alte preturi
Salvarea documentului sub forma de ciorna,Cum salvez factura in ciorna?
Salvarea documentului sub forma de ciorna,Pot salva o factura ca ciorna?
Salvarea documentului sub forma de ciorna,Pot lasa o factura nesalvata si sa lucrez pe ea ulterior?
Salvarea documentului sub forma de ciorna,Ce se intampla daca inchid pagina de previzualizare?
Scadenta facturilor,cum introduc scadenta
Scadenta facturilor,unde stabilesc scadenta automata
Scadenta facturilor,pot introduce scadenta pe facturi
Scadenta facturilor,data scadenta automata
Scadenta facturilor,cum introduc limita la termen de plata
Scanarea produselor folosind aplicatia de mobil,Se pot introduce si scoate din cestiune produse scanand de pe telefonul mobil codul de bare sau qr?
Scanarea produselor folosind aplicatia de mobil,"Vreau sa scanez produsele, la vanzarea de pe mobil."
Scanarea produselor folosind aplicatia de mobil,"Cum fac pentru a scoate dar si introduce produse in stoc, de pe telefon, prin scanare?"
Scanarea produselor folosind aplicatia de mobil,"Pot scana produsele atat pentru intrare cat si iesire, de pe telefon?"
Scanarea produselor folosind aplicatia de mobil,pot sa scanez produse cu telefonul
Scanarea produselor folosind aplicatia de mobil,Scanarea produselor folosind aplicatia de mobil
Scannerele  (cititor cod de bare) compatibile cu SmartBill,Pot sa folosesc orice scanner in programul SmartBill?
Scannerele  (cititor cod de bare) compatibile cu SmartBill,Ce scanner de coduri de bare sunt compatibile cu SmartBill?
Scannerele  (cititor cod de bare) compatibile cu SmartBill,Pot sa leg un cititor de cod de bare la program?
Scannerele  (cititor cod de bare) compatibile cu SmartBill,Vreau sa folosesc un scanner de cod de bare cu SmartBill
Scannerele  (cititor cod de bare) compatibile cu SmartBill,Se poate integra si cititor de coduri de bare?
Scannerele  (cititor cod de bare) compatibile cu SmartBill,Pot sa folosesc un cititor de cod de bare cu SmartBill?
Scannerele  (cititor cod de bare) compatibile cu SmartBill,"Vreau sa conectez un scanner de coduri de bare, se poate?"
Scannerele  (cititor cod de bare) compatibile cu SmartBill,SmartBill lucreaza cu cititor de coduri de bare?
Schimbare CIF,Vreau sa schimb CIF-ul
Schimbare CIF,Cum pot schimba CIF-ul
Schimbare CIF,Schimbare CIF
Schimbare CIF,De unde schimb CIF-ul
Schimbare Firme in cont,cum pot schimba firmele din acelasi cont
Schimbarea denumirii unui produs existent in gestiune,"As vrea sa modific denumirea unui produs in gestiune, ce am de facut?"
Schimbarea denumirii unui produs existent in gestiune,Cum schimb denumirea unui produs pe care il am in gestiune?
Schimbarea denumirii unui produs existent in gestiune,Vreau sa actualizez denumirea unui produs din stoc.
Schimbarea denumirii unui produs existent in gestiune,Am gresit denumirea unui produs si vrea sa o schimb.
Schimbarea denumirii voucherelor,pot sa schimb denumirea data unui voucher
Schimbarea denumirii voucherelor,nu mai gasesc voucherele dupa denumire
Schimbarea denumirii voucherelor,am avut un voucher online si acum nu se mai gasesc denumirea in raport
Schimbarea denumirii voucherelor,redenumire voucher
Schimbarea denumirii voucherelor,schimbare denumire a unui voucher
Schimbarea denumirii voucherelor,Schimbarea denumirii voucherelor
Sectiunea informatii disponibila in previzualizare factura,Cum aflu informatii despre cine a emis o factura?
Selectarea gestiunii la vanzarea cu cititor de coduri de bare,Cum se alege gestiunea cand scanez produsul?
Selectarea gestiunii la vanzarea cu cititor de coduri de bare,"Nu imi selecteaza gestiunea corecta, la scanare."
Selectarea gestiunii la vanzarea cu cititor de coduri de bare,Vreau sa apara gestiunea automat cand scanez produsul in factura.
Selectarea gestiunii la vanzarea cu cititor de coduri de bare,"Nu imi apare gestiunea pe factura, cand scanez produsul."
Send Email ,email
Send Email ,Email
Send Email ,E-mail
Serie pentru factura recurenta,ce serie are o factura recurenta
Serie pentru factura recurenta,pot pune o serie diferita pentru facturile recurente
Serie pentru factura recurenta,permite folosirea serilor speciale la facturile recurente
Serie pentru factura recurenta,pot diferentia facturile recurente de celelalte cu ajutorul seriei
Serie pentru factura recurenta,ce unde se preia seria facturilor recurente
Serii Aviz de insotire a marfii,cum emit aviz pe alta serie
Serii Aviz de insotire a marfii,pot sa schimb seria de la avize
Serii Aviz de insotire a marfii,emitere avize pe mai multe serii<br>
Serii Aviz de insotire a marfii,creare serii avize<br>
Serii Aviz de insotire a marfii,definirea unei serii pe avizul de insotire a marfii
Serii Aviz de insotire a marfii,cum pot defini o serie pe aviz
Seriile implicite pentru documente,Cand se emit documente sa nu fie selectata implicit seria din ani anteriori 
Seriile implicite pentru documente,Cum setez sa se preia automat seria aferenta acestui an
Seriile implicite pentru documente,Am mai multe serii vechi dar vreau sa nu se mai preia automat la emitere factura.
Seriile implicite pentru documente,Cand emit factura imi apare implicit seria veche.
Seriile implicite pentru documente,Vrem ca atunci cand se emit documente sa nu fie selectata implicit seria de anul trecut
Seriile implicite pentru documente,serii vechi care nu trebuie sa se preai automat la emitere factura
Seriile implicite pentru documente,cum configurez preluare automata serie factura an curent
Servicii abonament,Ce servicii urmeaza sa expire ?
sesiunea este expirata,sesiunea este expirata
Setare Registru de Casa,Cum setez registru de casa
Setare Registru de Casa,De ce nu se inregistreaza in registru de casa
Setare Registru de Casa,Registrul de casa se seteaza automat
Setare Registru de Casa,Cum se preia registrul de casa
Setare Registru de Casa,Registrul de casa se preia in SmartBill
Setare sold initial la import extras cont,De unde setez sold initial in extrase de cont?
Setare sold initial la import extras cont,Pot seta un sold initial pentru extrasul de cont?
Setare sold initial la import extras cont,Cum setez soldul extrasului de cont?
Setare sold initial la import extras cont,In ce meniu setez soldul extrasului?
Setare sold initial la import extras cont,initializare sold pe extras de cont
Setare sold initial la import extras cont,cum initializez un sold pe extras de cont
Setare sold initial la import extras cont,unde pot seta soldul pe extrasul de cont
Setare sold initial la import extras cont,Setare sold initial la import extras cont
Setare termen de plata,Cum setez termenul de plata?
Setare termen de plata,De unde aleg data scadenta la factura?
Setare termen de plata,Pot alege data scadenta la factura?
Setare termen de plata,Pot seta termen de plata automat?
Setare termen de plata,Unde configurez numarul de zile pentru termenul de plata?
Setare termen de plata,definire termen de plata scadenta factura
Setare termen de plata,cum pot alege data scadenta pe factura
Setarea soldului initial per client,"Cand am trecut pe SmartBill, aveam clienti cu sold restant. Vrea sa incasam acel sold."
Setarea soldului initial per client,Cum setez un sold initial pe client?
Setarea soldului initial per client,Am clienti cu sold restant si nu stiu cum sa introduc in program.
Setarea soldului initial per client,Am optiune de a seta un sold pentru clienti?
Setarea soldului initial per client,cum fac sa am sold initial la nivel de client
Setarea soldului initial per client,cum initializez soldul pe client
Setarea soldului initial per client,migrare clienti cu sold restant 
Setarea soldului initial per client,preluare clienti cu sold restant din vechiul sistem
SignInHelpDeskAgent,SignInHelpDeskAgent
SignOutHelpDeskAgent,SignOutHelpDeskAgent
Sincronizarea unei gestiuni noi in SmartBill POS,Cum sa fac sa imi sincronizez o alta gestiune in POS?
Sincronizarea unei gestiuni noi in SmartBill POS,Vreau sa aleg alta gestiune in SmartBill POS.
Sincronizarea unei gestiuni noi in SmartBill POS,Cum pot reseta SmartBill POS?
Sincronizarea unei gestiuni noi in SmartBill POS,Am o gestiune noua pe care vreau sa o conectez la POS.
Sincronizarea unei gestiuni noi in SmartBill POS,sincronizarea unei gestiuni noi in POS<br>
Situatie vanzari per agent fara utlizator definit in SmartBill,"Cum scot o situatie a vanzarilor pe agenti,agentii nu emit facturile,ele se emit pe un singur cont?"
Situatie vanzari per agent fara utlizator definit in SmartBill,Ce variante am sa vad din program vanzarile pe agenti daca ei nu au acces?
Situatie vanzari per agent fara utlizator definit in SmartBill,"Cum scot o situatie cu vanzarile agentilor, daca facturile se emit de o singura persoana?"
Situatie vanzari per agent fara utlizator definit in SmartBill,"Toate facturile se emit de la sediu, de acelasi coleg. Cum pot vedea o situatie cu vanzarile fiecarui agent in parte?"
Situatie vanzari per agent fara utlizator definit in SmartBill,Situatie vanzari per agent fara utlizator definit in SmartBill
Small Talk,ok
Small Talk,bine
Small Talk,fain
Small Talk,dragut
Small Talk,frumos
Small Talk,ce misto
Small Talk,foarte tare
Small Talk,okay
Small Talk,o.k.
Small Talk 2,multumesc
Small Talk 2,mersi
Small Talk 2,"ok, mersi"
Small Talk 2,10x
Small Talk 2,thanks
Small Talk 2,"bine, mersi"
Small Talk 2,aha. multumesc
Small Talk 3,ce mai faci?
Small Talk 3,Ce faci?
Stabilirea numarului de documente emise pe recurenta,cum stabilesc cate facturi emit la recurenta
Stabilirea numarului de documente emise pe recurenta,vreu sa emit recurente doar pentru 5 luni
Stabilirea numarului de documente emise pe recurenta,cum fac sa emit facturi recurente doar pentu 1 an
Stabilirea numarului de documente emise pe recurenta,pot sa stabilesc un numar limitat de facturi la recurenta
Stabilirea numarului de documente emise pe recurenta,Stabilirea numarului de documente emise pe recurenta
Start-flow - back to menu,Meniu
Start-flow - back to menu,meniu
Start-flow - back to menu,Salut
Start-flow - back to menu,Hello
Start-flow - back to menu,start
Start-flow - back to menu,Bill
Start-flow - back to menu,Renunta
Start-flow - back to menu,Renunta
Start-flow - back to menu,Salut !
Start-flow - back to menu,hellloo
Start-flow - back to menu,hellloo
Start-flow - back to menu,Helloooooo
Start-flow - back to menu,hey
Start-flow - back to menu,"Buna,va rog"
Start-flow - back to menu,help pls :D
Start-flow - back to menu,help
Start-flow - back to menu,help
Start-flow - back to menu,Sa traiesti!
Stergere delegat,Cum sterg delegatul?
Stergere delegat,De unde sterg delegatii?
Stergere delegat,Pot sa sterg datele delegatului?
Stergere delegat,Vreau sa sterg delegatul.
Stergere delegat,Nu gasesc optiunea de stergere delegat.
Stergere delegat,cum sterg un delegat
Stergere dispozitie de plata din registrul de casa,Am inregistrat gresit o dispozitie de plata si as vrea sa o sterg.
Stergere dispozitie de plata din registrul de casa,Cum sterg o dispozitie de plata din registrul de casa?
Stergere dispozitie de plata din registrul de casa,De unde sterg o dispozitie de plata din program?
Stergere dispozitie de plata din registrul de casa,"Am emis din greseala o dispozitie de plata, cum o scot din registrul de casa?"
Stergere dispozitie de plata din registrul de casa,Vreau sa sterg dispozitie de plata
Stergere intocmitor,Cum sterg intocmitorul?
Stergere intocmitor,De unde sterg intocmitorii?
Stergere intocmitor,Pot sa sterg datele intocmitorului?
Stergere intocmitor,Vreau sa sterg intocmitorul.
Stergere intocmitor,Nu gasesc optiunea de stergere intocmitor.
Stergere NIR,Cum sterg un NIR?
Stergere NIR,Pot sterge un NIR?
Stergere NIR,Pot sterge o receptie emisa gresit?
Stergere NIR,Stergere NIR<br>
Stergere NIR,stergere receptie<br>
Stergere NIR,stergere receptie de la furnizor<br>
Stergere sau modificare inregistrari din borderou,Cum sterg o operatiune din borderou?
Stergere sau modificare inregistrari din borderou,De unde modific o operatiune din borderou?
Stergere sau modificare inregistrari din borderou,Pot sa modific operatiunile din borderoul importat?
Stergere sau modificare inregistrari din extrasul de cont bancar,Cum sterg o operatiune din extrasul de cont?
Stergere sau modificare inregistrari din extrasul de cont bancar,De unde modific o operatiune din extrasul de cont?
Stergere sau modificare inregistrari din extrasul de cont bancar,Pot sa modific operatiunile din extrasul importat?
Stergere sau modificare inregistrari din extrasul de cont bancar,cum sterg o plata din extras?
Stergere sau modificare inregistrari din extrasul de cont bancar,cum sterg o incasare din extras?
Stergere unitati de masura,As dori sa stiu cum pot elimina (peria) lista cu unitatile de masura folosite pentru produse?
Stergere unitati de masura,Vreau sa sterg o unitate de masura
Stergere unitati de masura,"Am unitati de masura configurate in program pe care nu le mai folosesc, cum le sterg?"
Stergere unitati de masura,Cum sterg o unitate de masura configurata gresit?
Stergere vouchere online,Se pot sterge voucherele online?
Stergere vouchere online,Cum sterg un voucher online?
Stergere vouchere online,Unde gasesc optiunea de stergere a voucher-ului online?
Stergere vouchere online,stergere voucher online
Stergere vouchere online,delete voucher online
Stergere vouchere online,optiune sterg voucher online
Stergere vouchere online,de unde modific un voucher online
Stergere vouchere online,de unde modific un voucher adaugat
Stergere vouchere online,vreu sa renunt la un tip de voucher online
Stergere vouchere online,cum pot modifica un model de voucher online
Stergere vouchere online,cum modific un voucher online
Stergere vouchere online,modifica un voucher online
Stergerea unei facturi fiscale,Vreau sa sterg o factura.
Stergerea unei facturi fiscale,De unde sterg factura?
Stergerea unei facturi fiscale,Pot sa sterg factura?
Stergerea unei facturi fiscale,Nu stiu de unde pot sa sterg o factura.
Stergerea unei facturi fiscale,In ce meniu am optiunea de stergere factura?
Stergerea unei facturi fiscale,Am posibilitate de stergere factura?
Stergerea unei facturi fiscale,Cum sterg o factura?
Stergerea unei facturi fiscale,Pot sterge o factura emisa?
Stergerea unei facturi fiscale,Cum pot sa sterg o factura emisa gresit?
Stergerea unei facturi fiscale,Cum fac sa sterg o factura mai veche?
Stergerea unei facturi fiscale,De ce nu pot sa sterg o factura?
Stergerea unei recurente,Cum sterg recurentele?
Stergerea unui produs/serviciu,Cum sterg un produs?
Stergerea unui produs/serviciu,De unde sterg un produs?
Stergerea unui produs/serviciu,Din ce meniu se poate sterge produsul?
Stergerea unui produs/serviciu,Cum sterg un serviciu?
Stergerea unui produs/serviciu,Cum fac sa sterg un produs?
Stergerea unui produs/serviciu,De unde se pot sterge produsele?
Stergerea unui produs/serviciu,Vreau sa sterg produsele
Stergerea unui produs/serviciu,Pot sterge serviciile?
Stergerea unui produs/serviciu,De unde sterg serviciile?
Stergerea unui reper de pe factura,"De unde sterg produsele, in factura?"
Stergerea unui reper de pe factura,Pot sa sterg un produs din factura?
Stergerea unui reper de pe factura,Am adaugat mai multe produse in factura dar vreau sa sterg unul din ele.
Stergerea unui reper de pe factura,Cum sterg un produs din factura?
Stergerea unui reper de pe factura,"Nu vad optiunea de stergere a produsului, in factura."
Stergerea unui reper de pe factura,Stergerea unui reper de pe factura
Stergerea unui utilizator,Cum sterg un utilizator?
Stergerea unui utilizator,Vreau sa sterg un utilizator si nu stiu de unde.
Stergerea unui utilizator,Din ce meniu pot sa sterg utilizatorul?
Stergerea unui utilizator,Se poate sterge un utilizator?
Stingere sold client,"Cum inchid soldul pentru un clinet? O factura este cu minus, iar celalalte sunt cu plus"
Stingere sold client,Cum sting soldul pe client?
Stingere sold client,"Cum fac sa imi dispara facturile unui client, de la neincasate?"
Stingere sold client,Cum inchid soldul unui client cu facturi pozitive si negative?
Stingere sold client,stingere sold client<br>
Stoc neactualizat in urma emiterii recurentei,am emis o recurenta dar nu mi se scad stocurile
Stoc neactualizat in urma emiterii recurentei,de ce nu se scade stocul desi emit recurente
Stoc neactualizat in urma emiterii recurentei,cum scad stocul pentru recurente
Stoc neactualizat in urma emiterii recurentei,cum scade gestiunea la recurentele emise
Stoc neactualizat in urma emiterii recurentei,o recurenta nu imi scade stocul
Stoc neactualizat in urma emiterii recurentei,cand emit manual o recurenta nu imi scad stocurile
Stoc neactualizat in urma emiterii recurentei,cand se emite o recurenta imi scande stocul?
Stonarea mai multor facturi concomitent,se poate emite facturÄƒ storno pe produse diferite de pe facturi diferite
Stonarea mai multor facturi concomitent,Cum pot storna mai multe facturi intr-una singura
Stonarea mai multor facturi concomitent,Stornare cumulativa de facturi intr-una singura
Stonarea mai multor facturi concomitent,emitere factura storno multipla
Stonarea mai multor facturi concomitent,cum emit o factura storno multipla
Stonarea mai multor facturi concomitent,cum stornez mai multe facturi
Stonarea mai multor facturi concomitent,stornare mai multe facturi
Stonarea mai multor facturi concomitent,Stonarea mai multor facturi concomitent
Stornare factura,Cum stornez o factura?
Stornare factura,De unde stornez o factura?
Stornare factura,vreau sa stornez o factura
Stornare factura,de unde pot emite factura storno?
Stornare factura,din ce meniu emit factura storno?
Stornare factura,cum fac sa stornez o factura?
Stornare factura,in ce mod pot storna o factura?
Stornare factura,cum emit factura storno
Stornare factura,cum pot storna o factura
Stornare factura,inregistrare stornare factura
Stornare factura,inregistrare storno factura
Stornare factura,stornare factura<br>
Stornare factura emisa inaintea modificarii statutului platitor de TVA,"Stornare factura, cand eram platitor de TVA. Trec la neplatitor apoi o stornez cu data de azi ?"
Stornare factura emisa inaintea modificarii statutului platitor de TVA,Vreau sa stornez o factura ce a fost emisa fara TVA
Stornare factura emisa inaintea modificarii statutului platitor de TVA,Am trecut la platitor TVA si nu stiu cum pot sa stornez o factura emisa anterior schimbarii statutului.
Stornare factura emisa inaintea modificarii statutului platitor de TVA,Cum procedez pentru a storna o factura emisa ca neplatitor TVA?
Stornare factura emisa inaintea modificarii statutului platitor de TVA,"doresc sa stornez o factura de anul trecut, este corect sa trec la neplatitor de tva apoi sa o stornez cu data de azi?"
Stornare facturi emise inainte de a folosi Smartbill,Pot face storno la facturi emise inainte de a avea SmartBill
Stornare facturi emise inainte de a folosi Smartbill,Cum stornez facturi emise inainte de a avea SmartBill
Stornare facturi emise inainte de a folosi Smartbill,Stornare factura in vechiul sistem
Stornare facturi emise inainte de a folosi Smartbill,stronare facturi importate din vechiul sistem
